datetime,open,high,low,close,volume,support,resis
2021-05-21 21:00:00,35226.94,36796.27,33501.54,36654.69,6401.95847812,15632.81,108276.43
2021-05-21 22:00:00,36663.53,37242.98,36044.37,36708.62,1934.23800581,15632.81,108276.43
2021-05-21 23:00:00,36708.61,37500.0,36362.02,37340.77,1772.39794866,15632.81,108276.43
2021-05-22 00:00:00,37333.09,37784.57,36963.83,37718.21,954.12311628,15632.81,108276.43
2021-05-22 01:00:00,37717.71,38023.16,37242.24,37671.84,1273.17170743,15632.81,108276.43
2021-05-22 02:00:00,37671.84,38134.86,37202.84,37430.36,1377.49076526,15632.81,108276.43
2021-05-22 03:00:00,37425.33,37757.53,36522.37,36977.5,2008.54215715,15632.81,108276.43
2021-05-22 04:00:00,36977.51,37283.03,35940.7,36349.65,1879.44315869,15632.81,108276.43
2021-05-22 05:00:00,36349.64,36734.64,35257.52,36451.0,1829.73200556,15632.81,108276.43
2021-05-22 06:00:00,36443.64,36557.31,35566.22,36466.52,1261.69157175,15632.81,108276.43
2021-05-22 07:00:00,36466.52,36529.97,35663.1,36323.34,1087.02228796,15632.81,108276.43
2021-05-22 08:00:00,36317.6,37146.95,36302.78,36842.35,1092.86612525,15632.81,108276.43
2021-05-22 09:00:00,36842.37,37417.9,36529.89,37219.76,886.72851112,15632.81,108276.43
2021-05-22 10:00:00,37215.76,38801.57,36874.02,38372.47,1929.41684984,15632.81,108276.43
2021-05-22 11:00:00,38372.47,38524.73,37637.11,38190.15,1103.00706794,15632.81,108276.43
2021-05-22 12:00:00,38197.05,38747.72,37770.01,38209.39,1314.75119143,15632.81,108276.43
2021-05-22 13:00:00,38209.0,38889.76,38016.65,38358.03,1124.22260298,15632.81,108276.43
2021-05-22 14:00:00,38362.46,38563.9,37427.17,37855.05,1419.72195719,15632.81,108276.43
2021-05-22 15:00:00,37846.92,38721.33,37136.68,38190.85,1573.15764676,15632.81,108276.43
2021-05-22 16:00:00,38188.11,38499.99,37616.99,38194.51,1377.5102538,15632.81,108276.43
2021-05-22 17:00:00,38197.03,38593.64,37825.28,38026.47,1134.80452715,15632.81,108276.43
2021-05-22 18:00:00,38026.47,38172.13,37356.77,37686.95,812.19507744,15632.81,108276.43
2021-05-22 19:00:00,37686.96,38012.81,37253.08,37340.46,776.81680517,15632.81,108276.43
2021-05-22 20:00:00,37340.46,38250.0,37325.2,38081.71,766.72089574,15632.81,108276.43
2021-05-22 21:00:00,38086.68,38400.0,37885.44,38202.49,552.84870803,15632.81,108276.43
2021-05-22 22:00:00,38199.69,38376.77,37385.89,37658.14,1036.47487216,15632.81,108276.43
2021-05-22 23:00:00,37658.14,37877.43,37415.01,37476.83,666.56752046,15632.81,108276.43
2021-05-23 00:00:00,37476.84,38319.36,36723.3,38223.18,1720.73053697,15632.81,108276.43
2021-05-23 01:00:00,38223.18,38247.9,37911.49,37940.59,640.03384383,15632.81,108276.43
2021-05-23 02:00:00,37940.6,38051.34,37404.75,37499.11,685.05286976,15632.81,108276.43
2021-05-23 03:00:00,37499.04,37700.14,37279.26,37471.29,490.4628376,15632.81,108276.43
