datetime,open,high,low,close,volume
2019-03-11,3900.93,3911.83,3817.01,3849.68,6170.4651356
2019-03-12,3849.67,3875.33,3796.71,3860.0,6921.17284956
2019-03-13,3860.0,3871.02,3827.5,3851.02,5689.69622247
2019-03-14,3851.02,3900.0,3779.28,3853.95,7895.18815498
2019-03-15,3853.95,3910.0,3846.79,3902.8,6794.31389855
2019-03-16,3902.8,4037.47,3900.89,3990.0,6801.89533817
2019-03-17,3990.0,3991.0,3936.3,3967.01,3579.86643543
2019-03-18,3967.01,4015.7,3937.69,3970.5,5613.64637341
2019-03-19,3969.68,4009.61,3952.08,4000.85,5889.02569989
2019-03-20,4000.85,4044.82,3965.43,4031.85,7321.39290672
2019-03-21,4032.68,4056.33,3915.14,3972.76,9362.01127686
2019-03-22,3972.76,3998.01,3961.7,3983.78,5137.20746387
2019-03-23,3983.77,3997.01,3960.25,3983.43,4145.33997822
2019-03-24,3982.45,3982.45,3946.0,3969.52,2699.83001403
2019-03-25,3969.52,3976.47,3858.0,3907.53,6471.85662029
2019-03-26,3907.54,3923.9,3880.64,3921.45,4279.07361049
2019-03-27,3922.41,4035.8,3914.9,4026.53,6852.41006794
2019-03-28,4026.54,4026.54,3994.0,4011.17,4867.33830466
2019-03-29,4011.98,4101.5,4007.78,4091.01,9955.46857667
2019-03-30,4091.01,4131.87,4042.51,4094.14,5262.21344691
2019-03-31,4094.14,4103.0,4077.01,4094.99,3140.83701306
2019-04-01,4095.0,4149.5,4051.53,4137.0,7951.26492707
2019-04-02,4137.01,5121.0,4132.02,4901.93,38406.93211632
2019-04-03,4901.92,5345.0,4787.11,4975.97,39435.72650644
2019-04-04,4975.13,5071.34,4778.0,4906.49,16348.20012368
2019-04-05,4907.92,5066.59,4887.34,5040.66,11681.37430365
2019-04-06,5040.95,5244.04,4925.0,5049.22,12091.44129438
2019-04-07,5049.18,5270.33,5029.7,5194.79,10156.6009031
2019-04-08,5194.76,5352.5,5132.28,5285.54,15666.45276154
2019-04-09,5286.82,5287.0,5145.0,5187.21,9741.06958958
2019-04-10,5187.21,5488.0,5164.49,5318.58,16740.40012691
2019-04-11,5322.02,5342.74,4967.24,5041.3,16499.10831947
2019-04-12,5040.11,5118.56,4901.99,5078.19,9952.12636385
2019-04-13,5078.19,5123.28,5036.74,5066.22,4288.93959827
2019-04-14,5065.02,5191.19,5013.81,5164.27,4408.9676634
