datetime,open,high,low,close,volume
2022-06-13,1432.9,1452.7,1161.65,1207.2,130846421.0
2022-06-14,1207.15,1267.1,1068.9,1206.35,106596975.0
2022-06-15,1206.35,1250.0,1004.15,1237.05,144729209.0
2022-06-16,1236.6,1258.4,1050.0,1066.65,186228553.0
2022-06-17,1066.7,1116.25,1047.9,1084.15,181793108.0
2022-06-18,1084.45,1095.25,873.7,991.2,136590887.0
2022-06-19,991.1,1162.35,935.0,1126.8,172957014.0
2022-06-20,1126.4,1170.6,1051.0,1127.15,99273740.0
2022-06-21,1127.15,1193.1,1107.75,1124.15,143218881.0
2022-06-22,1124.2,1126.95,1040.2,1048.5,138237997.0
2022-06-23,1048.8,1157.3,1043.9,1144.25,139294145.0
2022-06-24,1144.65,1246.95,1132.05,1224.9,107259459.0
2022-06-25,1224.85,1258.45,1180.3,1241.35,91401633.0
2022-06-26,1241.4,1280.0,1192.5,1195.6,73728966.0
2022-06-27,1195.95,1237.15,1173.3,1190.25,86263868.0
2022-06-28,1190.75,1235.0,1135.5,1142.1,121117753.0
2022-06-29,1143.05,1155.55,1086.0,1097.85,133962091.0
2022-06-30,1098.15,1104.8,993.95,1069.2,136674916.0
2022-07-01,1069.9,1122.3,1031.9,1057.05,99704360.0
2022-07-02,1057.85,1077.9,1026.25,1065.85,58239743.0
2022-07-03,1065.85,1087.05,1037.6,1072.4,77592370.0
2022-07-04,1072.35,1160.0,1044.65,1150.25,79644746.0
2022-07-05,1150.2,1175.0,1074.75,1130.6,106113865.0
2022-07-06,1130.85,1202.55,1110.05,1184.45,106582434.0
2022-07-07,1184.45,1252.05,1161.05,1236.05,61221518.0
2022-07-08,1236.75,1277.9,1188.95,1213.5,51570081.0
2022-07-09,1212.35,1237.55,1202.6,1216.05,33891648.0
2022-07-10,1216.0,1218.95,1151.15,1167.2,43982595.0
2022-07-11,1167.55,1170.8,1089.2,1094.3,46663156.0
2022-07-12,1094.25,1096.1,1030.25,1036.1,48302420.0
2022-07-13,1036.7,1119.7,1002.6,1114.1,46080385.0
2022-07-14,1113.8,1214.35,1070.4,1192.35,47093860.0
2022-07-15,1192.5,1287.3,1180.9,1229.75,39850590.0
2022-07-16,1229.35,1441.2,1191.45,1355.9,46108711.0
2022-07-17,1355.95,1388.75,1316.8,1336.8,47794048.0
2022-07-18,1337.0,1600.0,1335.7,1581.65,54978249.0
2022-07-19,1581.15,1636.25,1491.5,1542.3,47213969.0
2022-07-20,1542.05,1624.05,1481.0,1521.5,47627653.0
2022-07-21,1521.95,1605.35,1463.6,1575.05,62418609.0
2022-07-22,1574.75,1648.25,1516.45,1535.25,55677955.0
2022-07-23,1535.25,1597.75,1485.8,1548.05,61289201.0
2022-07-24,1547.55,1665.0,1545.25,1596.6,69506551.0
2022-07-25,1596.6,1607.55,1433.05,1440.0,72092475.0
2022-07-26,1440.3,1454.4,1356.0,1449.25,66488111.0
2022-07-27,1449.25,1643.6,1421.7,1635.3,59395375.0
2022-07-28,1635.0,1783.6,1593.0,1725.55,62964315.0
2022-07-29,1725.1,1765.9,1653.15,1720.65,63522230.0
2022-07-30,1720.65,1742.5,1669.3,1695.75,62825164.0
2022-07-31,1696.0,1753.5,1666.05,1679.15,53885290.0
2022-08-01,1677.85,1704.0,1607.0,1631.0,66096489.0
2022-08-02,1631.55,1676.6,1555.3,1630.35,87432974.0
2022-08-03,1630.1,1687.8,1588.75,1617.1,94971047.0
2022-08-04,1616.6,1661.3,1580.25,1607.7,102876327.0
2022-08-05,1607.7,1739.65,1606.1,1735.75,95007102.0
2022-08-06,1734.8,1746.4,1685.55,1689.6,51351310.0
2022-08-07,1689.55,1728.8,1668.6,1700.05,46085242.0
2022-08-08,1700.0,1815.3,1694.15,1774.95,67273449.0
2022-08-09,1774.3,1790.15,1665.25,1702.0,55816958.0
2022-08-10,1701.95,1887.3,1652.15,1852.9,71543771.0
2022-08-11,1852.9,1942.9,1849.95,1880.6,81723000.0
2022-08-12,1880.65,1967.0,1853.0,1959.35,68931451.0
2022-08-13,1959.4,2021.9,1947.15,1984.2,40836728.0
2022-08-14,1984.45,2030.7,1908.0,1935.05,55854560.0
2022-08-15,1936.25,2015.0,1871.5,1900.85,118691809.0
2022-08-16,1899.0,1914.0,1853.0,1877.0,129869724.0
2022-08-17,1877.0,1957.0,1816.45,1832.35,115838319.0
2022-08-18,1832.5,1880.0,1820.05,1846.05,124289933.0
2022-08-19,1845.3,1846.05,1603.45,1609.7,118913789.0
2022-08-20,1609.7,1656.0,1519.75,1574.05,74004232.0
2022-08-21,1574.05,1647.95,1560.2,1617.7,107106932.0
2022-08-22,1617.0,1631.05,1529.7,1623.1,176613936.0
2022-08-23,1623.85,1675.0,1561.35,1663.35,225789744.0
2022-08-24,1663.35,1694.6,1603.45,1654.9,174857192.0
2022-08-25,1654.85,1721.6,1652.55,1691.9,171373906.0
2022-08-26,1691.55,1708.25,1485.0,1507.9,101195540.0
2022-08-27,1506.9,1517.9,1445.1,1490.05,158426617.0
2022-08-28,1490.5,1512.3,1423.85,1427.95,156769701.0
2022-08-29,1427.95,1560.75,1422.6,1551.25,116085702.0
2022-08-30,1550.8,1607.3,1472.35,1525.05,156192185.0
2022-08-31,1525.1,1622.0,1525.1,1553.7,159371976.0
2022-09-01,1553.2,1600.5,1512.0,1585.85,334541381.0
2022-09-02,1585.95,1648.0,1546.85,1576.5,292138143.0
2022-09-03,1575.9,1582.5,1532.15,1556.4,250366505.0
2022-09-04,1556.05,1583.0,1540.5,1578.2,215380521.0
2022-09-05,1578.2,1631.2,1555.55,1616.5,245812830.0
2022-09-06,1616.75,1685.8,1550.25,1557.5,333224818.0
2022-09-07,1557.7,1659.5,1488.3,1626.9,225319578.0
2022-09-08,1626.95,1670.35,1593.1,1633.2,270681934.0
2022-09-09,1633.2,1746.8,1628.65,1717.55,229621550.0
2022-09-10,1718.1,1790.0,1706.8,1773.8,193027312.0
2022-09-11,1774.5,1789.5,1715.45,1766.9,222313687.0
2022-09-12,1766.15,1783.65,1692.55,1715.95,302335004.0
2022-09-13,1715.9,1761.0,1557.35,1572.65,203909835.0
2022-09-14,1572.3,1644.95,1550.7,1638.25,269687449.0
2022-09-15,1637.65,1663.15,1457.6,1472.2,241440378.0
2022-09-16,1472.4,1483.35,1406.0,1434.95,327837842.0
