,timestamp,open,high,low,close,volume
49,2025-03-20 01:15:00,2020.7,2020.7,2020.0,2020.1,61.7406
50,2025-03-20 01:16:00,2020.1,2020.1,2019.8,2019.9,20.6242
51,2025-03-20 01:17:00,2019.9,2019.9,2016.0,2017.0,3024.9655
52,2025-03-20 01:18:00,2017.0,2017.0,2015.0,2015.7,771.6029
53,2025-03-20 01:19:00,2015.7,2015.7,2015.1,2015.7,354.379
54,2025-03-20 01:20:00,2015.7,2015.8,2015.7,2015.8,85.9251
55,2025-03-20 01:21:00,2015.8,2016.4,2015.7,2016.4,334.1588
56,2025-03-20 01:22:00,2016.4,2016.4,2014.2,2014.2,73.5781
57,2025-03-20 01:23:00,2014.2,2014.2,2012.8,2012.8,353.9866
58,2025-03-20 01:24:00,2012.9,2014.5,2012.8,2014.4,209.5652
59,2025-03-20 01:25:00,2014.4,2014.4,2012.7,2013.0,353.9109
60,2025-03-20 01:26:00,2012.8,2012.8,2012.3,2012.5,73.6779
61,2025-03-20 01:27:00,2012.5,2012.7,2012.3,2012.3,314.5284
62,2025-03-20 01:28:00,2012.4,2012.4,2011.5,2011.5,105.7892
63,2025-03-20 01:29:00,2011.6,2012.1,2011.5,2012.0,20.083
64,2025-03-20 01:30:00,2012.0,2013.2,2011.5,2013.2,71.5196
65,2025-03-20 01:31:00,2013.2,2014.7,2013.2,2014.7,1634.9501
66,2025-03-20 01:32:00,2014.6,2014.8,2014.4,2014.5,62.553
67,2025-03-20 01:33:00,2014.5,2014.5,2013.4,2013.5,32.0925
68,2025-03-20 01:34:00,2013.7,2014.9,2013.7,2014.9,66.5279
69,2025-03-20 01:35:00,2014.9,2015.2,2014.6,2014.6,242.9842
70,2025-03-20 01:36:00,2014.7,2015.3,2014.6,2015.3,45.7263
71,2025-03-20 01:37:00,2015.3,2015.7,2015.0,2015.5,4.007
72,2025-03-20 01:38:00,2015.5,2015.5,2014.7,2014.9,232.4813
73,2025-03-20 01:39:00,2014.9,2015.7,2014.8,2015.7,7.8299
74,2025-03-20 01:40:00,2015.7,2015.9,2015.6,2015.9,4.9871
75,2025-03-20 01:41:00,2015.9,2015.9,2015.1,2015.2,10.4916
76,2025-03-20 01:42:00,2015.2,2015.4,2014.7,2014.8,381.4759
77,2025-03-20 01:43:00,2014.8,2015.6,2014.8,2015.6,50.3324
78,2025-03-20 01:44:00,2015.6,2015.6,2014.9,2015.0,9.2569
79,2025-03-20 01:45:00,2015.0,2015.0,2014.3,2014.4,72.1759
80,2025-03-20 01:46:00,2014.4,2014.4,2012.3,2013.5,118.1719
81,2025-03-20 01:47:00,2013.3,2013.3,2011.6,2012.6,312.8488
82,2025-03-20 01:48:00,2012.6,2014.1,2012.5,2013.8,243.673
83,2025-03-20 01:49:00,2013.7,2013.7,2013.6,2013.7,207.0159
84,2025-03-20 01:50:00,2013.7,2015.5,2013.6,2015.2,214.4221
85,2025-03-20 01:51:00,2015.5,2016.5,2015.4,2016.1,514.8138
86,2025-03-20 01:52:00,2016.1,2016.1,2015.4,2016.0,81.143
87,2025-03-20 01:53:00,2016.0,2016.4,2014.6,2014.8,120.1995
88,2025-03-20 01:54:00,2014.8,2015.9,2014.7,2015.9,15.6578
89,2025-03-20 01:55:00,2015.9,2015.9,2015.6,2015.7,11.8388
90,2025-03-20 01:56:00,2015.7,2016.3,2015.6,2016.3,87.2777
91,2025-03-20 01:57:00,2016.3,2017.0,2016.2,2017.0,33.184
92,2025-03-20 01:58:00,2017.1,2017.2,2016.9,2017.1,152.7161
93,2025-03-20 01:59:00,2017.2,2017.2,2016.8,2016.8,108.9797
94,2025-03-20 02:00:00,2016.9,2016.9,2015.3,2015.3,51.4114
95,2025-03-20 02:01:00,2015.4,2016.1,2015.2,2015.3,14.8772
96,2025-03-20 02:02:00,2015.3,2017.1,2015.2,2016.8,103.6985
97,2025-03-20 02:03:00,2016.8,2017.3,2016.6,2017.3,31.0196
98,2025-03-20 02:04:00,2017.4,2017.4,2016.2,2016.2,21.0945
99,2025-03-20 02:05:00,2016.3,2017.2,2015.8,2017.2,101.6184
100,2025-03-20 02:06:00,2017.2,2017.6,2017.1,2017.6,10.9531
101,2025-03-20 02:07:00,2017.6,2017.6,2017.3,2017.5,39.7414
102,2025-03-20 02:08:00,2017.5,2017.5,2017.4,2017.5,8.8659
103,2025-03-20 02:09:00,2017.4,2017.4,2016.8,2017.0,10.7087
104,2025-03-20 02:10:00,2017.1,2017.4,2016.8,2016.8,48.7756
105,2025-03-20 02:11:00,2016.9,2016.9,2016.2,2016.5,49.2951
106,2025-03-20 02:12:00,2016.6,2017.2,2016.6,2017.1,5.4581
107,2025-03-20 02:13:00,2017.5,2018.9,2017.4,2018.8,59.64
108,2025-03-20 02:14:00,2018.9,2019.3,2018.1,2018.1,123.1339
109,2025-03-20 02:15:00,2018.2,2018.4,2017.9,2018.3,201.8772
110,2025-03-20 02:16:00,2018.3,2019.3,2018.1,2018.1,28.3466
111,2025-03-20 02:17:00,2018.2,2018.2,2017.5,2017.5,90.2112
112,2025-03-20 02:18:00,2017.6,2018.2,2017.5,2017.7,7.7356
113,2025-03-20 02:19:00,2017.7,2017.7,2016.9,2017.0,33.916
114,2025-03-20 02:20:00,2017.4,2017.4,2016.8,2017.1,4.01
115,2025-03-20 02:21:00,2017.3,2019.2,2017.3,2019.2,17.1385
116,2025-03-20 02:22:00,2019.2,2021.0,2019.2,2020.2,21.9397
117,2025-03-20 02:23:00,2020.3,2020.9,2020.0,2020.6,288.2101
118,2025-03-20 02:24:00,2020.6,2020.6,2019.5,2019.6,56.2997
119,2025-03-20 02:25:00,2019.6,2019.6,2017.8,2017.8,54.1679
120,2025-03-20 02:26:00,2017.9,2017.9,2016.9,2017.0,29.2883
121,2025-03-20 02:27:00,2017.3,2017.4,2016.2,2017.2,276.9293
122,2025-03-20 02:28:00,2017.1,2017.1,2015.9,2015.9,17.0762
123,2025-03-20 02:29:00,2016.0,2016.0,2015.1,2015.1,21.7409
124,2025-03-20 02:30:00,2015.2,2015.2,2013.7,2014.0,203.3906
125,2025-03-20 02:31:00,2014.0,2015.0,2014.0,2015.0,43.9489
126,2025-03-20 02:32:00,2015.1,2016.0,2015.0,2015.1,11.612
127,2025-03-20 02:33:00,2015.1,2015.1,2013.7,2013.7,434.3641
128,2025-03-20 02:34:00,2014.0,2014.0,2012.1,2012.5,543.6531
129,2025-03-20 02:35:00,2012.5,2012.9,2011.5,2012.7,221.0914
130,2025-03-20 02:36:00,2012.8,2013.2,2012.5,2012.5,23.3764
131,2025-03-20 02:37:00,2012.6,2013.2,2012.5,2012.5,28.5309
132,2025-03-20 02:38:00,2012.6,2012.6,2011.5,2011.5,87.4258
133,2025-03-20 02:39:00,2011.6,2011.6,2010.0,2010.5,332.2108
134,2025-03-20 02:40:00,2010.6,2010.6,2007.9,2008.9,264.1708
135,2025-03-20 02:41:00,2009.0,2009.8,2008.6,2009.5,268.2016
136,2025-03-20 02:42:00,2009.8,2009.9,2006.5,2006.6,990.9089
137,2025-03-20 02:43:00,2006.6,2008.0,2006.5,2007.3,59.815
138,2025-03-20 02:44:00,2007.4,2010.0,2007.2,2009.7,81.5994
139,2025-03-20 02:45:00,2009.7,2010.0,2008.5,2008.5,115.284
140,2025-03-20 02:46:00,2008.7,2011.4,2008.7,2010.8,541.8778
141,2025-03-20 02:47:00,2010.9,2011.1,2010.0,2010.4,63.9146
142,2025-03-20 02:48:00,2010.4,2011.2,2010.1,2010.5,25.5561
143,2025-03-20 02:49:00,2010.6,2011.2,2010.0,2010.9,861.2225
144,2025-03-20 02:50:00,2011.0,2011.9,2010.9,2011.9,47.9368
145,2025-03-20 02:51:00,2012.0,2012.3,2011.3,2011.3,26.1253
146,2025-03-20 02:52:00,2011.3,2011.7,2011.0,2011.0,17.5687
147,2025-03-20 02:53:00,2011.1,2012.6,2010.6,2012.6,171.1488
148,2025-03-20 02:54:00,2012.6,2013.2,2012.5,2013.1,19.8008
149,2025-03-20 02:55:00,2013.2,2013.2,2012.0,2012.8,13.1031
150,2025-03-20 02:56:00,2012.9,2012.9,2011.9,2012.7,11.8791
151,2025-03-20 02:57:00,2012.8,2013.3,2012.5,2013.1,20.4167
152,2025-03-20 02:58:00,2013.2,2013.5,2012.3,2012.3,8.6533
153,2025-03-20 02:59:00,2012.4,2012.6,2011.7,2011.7,6.9597
154,2025-03-20 03:00:00,2011.9,2012.7,2011.2,2012.7,70.9185
155,2025-03-20 03:01:00,2012.7,2013.1,2012.0,2012.0,23.4293
156,2025-03-20 03:02:00,2012.1,2013.6,2011.8,2013.2,107.8352
157,2025-03-20 03:03:00,2013.3,2013.3,2011.0,2011.0,30.1955
158,2025-03-20 03:04:00,2011.1,2011.3,2010.0,2010.0,177.1444
159,2025-03-20 03:05:00,2010.1,2010.1,2009.2,2009.3,46.4603
160,2025-03-20 03:06:00,2009.3,2010.2,2008.9,2010.0,92.746
161,2025-03-20 03:07:00,2009.9,2011.5,2009.2,2011.5,56.887
162,2025-03-20 03:08:00,2011.2,2011.4,2011.0,2011.1,7.0304
163,2025-03-20 03:09:00,2011.1,2011.8,2010.5,2011.8,115.799
164,2025-03-20 03:10:00,2012.0,2013.0,2012.0,2013.0,27.4113
165,2025-03-20 03:11:00,2013.0,2013.6,2012.9,2013.2,7.2127
166,2025-03-20 03:12:00,2013.3,2013.7,2013.1,2013.6,11.6053
167,2025-03-20 03:13:00,2013.7,2013.9,2013.6,2013.6,3.7104
168,2025-03-20 03:14:00,2013.7,2014.5,2013.6,2014.5,4.2074
169,2025-03-20 03:15:00,2014.6,2014.9,2013.6,2013.9,25.6966
170,2025-03-20 03:16:00,2013.8,2013.9,2013.3,2013.4,1.9364
171,2025-03-20 03:17:00,2013.7,2014.0,2012.3,2013.7,14.3793
172,2025-03-20 03:18:00,2013.8,2014.1,2012.5,2012.5,12.3633
173,2025-03-20 03:19:00,2012.5,2012.5,2010.9,2011.0,62.3175
174,2025-03-20 03:20:00,2011.1,2011.1,2009.6,2010.5,20.6167
175,2025-03-20 03:21:00,2010.5,2010.6,2009.4,2009.7,63.9663
176,2025-03-20 03:22:00,2010.1,2010.6,2010.1,2010.2,20.9042
177,2025-03-20 03:23:00,2010.0,2010.0,2008.4,2008.6,23.1073
178,2025-03-20 03:24:00,2009.2,2009.2,2008.9,2009.0,33.9791
179,2025-03-20 03:25:00,2009.0,2009.0,2007.3,2007.5,285.4199
180,2025-03-20 03:26:00,2007.5,2007.7,2007.5,2007.7,180.0264
181,2025-03-20 03:27:00,2007.7,2007.7,2007.6,2007.6,22.8702
182,2025-03-20 03:28:00,2007.7,2008.6,2007.6,2008.4,87.6034
183,2025-03-20 03:29:00,2008.5,2008.5,2007.7,2007.8,304.2733
184,2025-03-20 03:30:00,2007.8,2007.8,2004.2,2005.5,519.7412
185,2025-03-20 03:31:00,2005.5,2007.6,2005.4,2007.5,237.0973
186,2025-03-20 03:32:00,2007.6,2008.1,2007.5,2007.8,28.7179
187,2025-03-20 03:33:00,2007.8,2008.1,2007.4,2007.9,3.7587
188,2025-03-20 03:34:00,2007.9,2008.7,2007.9,2008.4,67.6806
189,2025-03-20 03:35:00,2008.3,2008.4,2006.5,2006.9,390.6465
190,2025-03-20 03:36:00,2006.9,2006.9,2005.8,2006.6,52.6047
191,2025-03-20 03:37:00,2006.6,2006.8,2004.9,2005.7,322.5751
192,2025-03-20 03:38:00,2005.8,2006.3,2005.6,2006.3,21.3439
193,2025-03-20 03:39:00,2006.3,2007.2,2005.7,2007.2,21.5104
194,2025-03-20 03:40:00,2007.2,2007.3,2006.7,2007.2,26.6659
195,2025-03-20 03:41:00,2007.2,2008.1,2007.2,2007.5,15.6358
196,2025-03-20 03:42:00,2007.5,2008.4,2007.0,2008.4,73.4097
197,2025-03-20 03:43:00,2008.4,2008.4,2008.1,2008.2,0.2065
198,2025-03-20 03:44:00,2008.2,2008.2,2007.5,2007.9,226.9373
199,2025-03-20 03:45:00,2008.0,2009.0,2007.8,2007.8,18.5489
200,2025-03-20 03:46:00,2008.0,2008.1,2007.4,2008.0,11.7617
201,2025-03-20 03:47:00,2008.5,2009.7,2008.3,2008.8,3.193
202,2025-03-20 03:48:00,2009.4,2009.7,2009.4,2009.7,1.0609
203,2025-03-20 03:49:00,2009.3,2009.5,2009.1,2009.3,4.8887
204,2025-03-20 03:50:00,2009.3,2009.3,2008.0,2008.3,67.9687
205,2025-03-20 03:51:00,2008.4,2008.9,2008.4,2008.7,102.6401
206,2025-03-20 03:52:00,2008.7,2009.9,2008.7,2009.7,109.9609
207,2025-03-20 03:53:00,2009.9,2009.9,2009.5,2009.5,103.3764
208,2025-03-20 03:54:00,2009.6,2009.6,2008.1,2008.1,159.7765
209,2025-03-20 03:55:00,2008.1,2008.1,2005.9,2006.1,151.7251
210,2025-03-20 03:56:00,2006.1,2006.5,2005.9,2006.4,104.5918
211,2025-03-20 03:57:00,2006.5,2010.0,2005.7,2010.0,339.7243
212,2025-03-20 03:58:00,2010.0,2010.3,2007.7,2007.8,116.7871
213,2025-03-20 03:59:00,2008.0,2008.0,2006.3,2006.6,153.138
214,2025-03-20 04:00:00,2006.7,2008.8,2006.7,2008.8,307.6793
215,2025-03-20 04:01:00,2008.8,2010.3,2007.3,2009.6,286.9703
216,2025-03-20 04:02:00,2009.7,2009.7,2008.2,2008.4,147.7272
217,2025-03-20 04:03:00,2008.5,2008.6,2007.3,2007.5,113.1867
218,2025-03-20 04:04:00,2007.5,2007.5,2007.2,2007.2,199.7236
219,2025-03-20 04:05:00,2007.3,2008.2,2005.5,2005.7,193.3779
220,2025-03-20 04:06:00,2005.8,2005.8,2004.8,2004.9,112.0127
221,2025-03-20 04:07:00,2004.9,2004.9,2003.0,2003.0,367.1271
222,2025-03-20 04:08:00,2003.3,2004.6,2003.0,2004.2,467.9442
223,2025-03-20 04:09:00,2004.3,2004.8,2003.0,2003.0,297.8564
224,2025-03-20 04:10:00,2003.1,2004.2,2003.0,2003.4,645.2687
225,2025-03-20 04:11:00,2003.5,2004.1,2003.4,2003.5,153.0178
226,2025-03-20 04:12:00,2003.6,2003.6,2003.0,2003.5,241.0887
227,2025-03-20 04:13:00,2003.5,2004.4,2003.5,2004.4,146.7706
228,2025-03-20 04:14:00,2004.5,2005.9,2004.5,2005.2,123.0676
229,2025-03-20 04:15:00,2005.2,2006.2,2004.4,2005.8,145.7688
230,2025-03-20 04:16:00,2005.7,2005.8,2004.6,2005.1,141.5883
231,2025-03-20 04:17:00,2005.2,2007.0,2005.2,2007.0,187.4592
232,2025-03-20 04:18:00,2006.6,2007.0,2006.6,2007.0,212.6225
233,2025-03-20 04:19:00,2007.0,2008.5,2007.0,2008.3,551.0763
234,2025-03-20 04:20:00,2008.5,2009.3,2008.4,2008.9,120.9414
235,2025-03-20 04:21:00,2008.9,2009.4,2008.8,2009.4,75.2126
236,2025-03-20 04:22:00,2009.5,2011.3,2009.4,2011.2,86.5468
237,2025-03-20 04:23:00,2011.3,2011.3,2010.2,2010.2,116.9622
238,2025-03-20 04:24:00,2010.2,2010.3,2009.5,2009.9,186.1965
239,2025-03-20 04:25:00,2009.7,2010.2,2009.7,2010.1,186.1584
240,2025-03-20 04:26:00,2009.9,2011.1,2009.9,2011.1,6.2979
241,2025-03-20 04:27:00,2011.2,2011.9,2011.1,2011.8,17.2887
242,2025-03-20 04:28:00,2011.9,2012.0,2011.0,2011.0,34.6921
243,2025-03-20 04:29:00,2011.1,2012.0,2011.1,2011.3,7.8502
244,2025-03-20 04:30:00,2011.4,2011.4,2010.2,2010.2,3.5874
245,2025-03-20 04:31:00,2010.2,2010.2,2010.1,2010.1,1.6149
246,2025-03-20 04:32:00,2010.2,2011.1,2010.2,2010.5,5.3088
247,2025-03-20 04:33:00,2010.5,2011.7,2010.0,2011.7,4.1152
248,2025-03-20 04:34:00,2012.1,2013.2,2012.0,2013.2,55.834
249,2025-03-20 04:35:00,2013.2,2013.6,2012.4,2013.0,34.8372
250,2025-03-20 04:36:00,2013.1,2014.9,2013.1,2014.5,27.8617
251,2025-03-20 04:37:00,2014.7,2015.6,2014.7,2015.1,10.7436
252,2025-03-20 04:38:00,2015.5,2015.7,2015.2,2015.3,71.6866
253,2025-03-20 04:39:00,2015.4,2015.4,2014.6,2015.1,403.1212
254,2025-03-20 04:40:00,2015.2,2015.2,2013.1,2013.1,84.2952
255,2025-03-20 04:41:00,2013.2,2014.0,2013.0,2013.9,104.1741
256,2025-03-20 04:42:00,2013.9,2014.7,2013.9,2014.5,34.6998
257,2025-03-20 04:43:00,2014.5,2014.5,2013.7,2013.7,21.9335
258,2025-03-20 04:44:00,2013.6,2014.0,2013.6,2013.8,18.487
259,2025-03-20 04:45:00,2013.7,2013.7,2013.5,2013.5,17.8604
260,2025-03-20 04:46:00,2013.5,2015.4,2013.5,2015.2,41.3385
261,2025-03-20 04:47:00,2015.2,2016.0,2014.1,2015.9,140.8206
262,2025-03-20 04:48:00,2016.0,2016.5,2015.4,2016.4,191.4552
263,2025-03-20 04:49:00,2016.6,2017.2,2016.2,2016.8,152.8775
264,2025-03-20 04:50:00,2016.8,2016.8,2015.3,2015.5,873.6404
265,2025-03-20 04:51:00,2015.5,2017.2,2015.5,2017.0,57.9371
266,2025-03-20 04:52:00,2017.3,2017.6,2015.7,2016.1,106.8249
267,2025-03-20 04:53:00,2016.1,2016.6,2015.9,2016.6,18.9988
268,2025-03-20 04:54:00,2016.6,2018.0,2016.6,2017.9,34.1044
269,2025-03-20 04:55:00,2018.0,2019.5,2018.0,2019.4,251.9672
270,2025-03-20 04:56:00,2019.4,2019.7,2019.0,2019.6,216.794
271,2025-03-20 04:57:00,2019.7,2020.0,2019.1,2019.9,246.7737
272,2025-03-20 04:58:00,2019.9,2020.0,2019.2,2019.3,61.068
273,2025-03-20 04:59:00,2019.3,2019.4,2018.5,2018.5,51.5358
274,2025-03-20 05:00:00,2018.5,2018.5,2017.2,2018.0,214.4497
275,2025-03-20 05:01:00,2018.1,2018.1,2015.9,2015.9,92.5015
276,2025-03-20 05:02:00,2015.9,2016.0,2015.3,2015.9,28.0066
277,2025-03-20 05:03:00,2015.8,2015.8,2014.8,2014.9,199.7297
278,2025-03-20 05:04:00,2014.9,2014.9,2014.7,2014.8,64.8674
279,2025-03-20 05:05:00,2014.8,2015.8,2014.3,2014.8,115.1149
280,2025-03-20 05:06:00,2014.8,2016.3,2014.5,2016.3,36.3583
281,2025-03-20 05:07:00,2016.3,2016.3,2015.0,2015.1,29.9816
282,2025-03-20 05:08:00,2015.1,2015.8,2015.1,2015.5,11.3202
283,2025-03-20 05:09:00,2015.3,2015.3,2013.4,2013.6,29.833
284,2025-03-20 05:10:00,2013.5,2013.5,2013.0,2013.1,37.3453
285,2025-03-20 05:11:00,2013.1,2013.1,2012.7,2012.9,69.7687
286,2025-03-20 05:12:00,2013.0,2013.0,2012.7,2013.0,21.2446
287,2025-03-20 05:13:00,2012.8,2013.1,2012.7,2013.1,3.7037
288,2025-03-20 05:14:00,2013.1,2013.1,2012.7,2012.7,109.4941
289,2025-03-20 05:15:00,2012.8,2012.8,2011.0,2011.0,49.5438
290,2025-03-20 05:16:00,2011.1,2011.1,2009.5,2009.5,50.8631
291,2025-03-20 05:17:00,2009.7,2009.9,2008.6,2009.3,49.0413
292,2025-03-20 05:18:00,2009.5,2009.9,2008.8,2009.1,44.9278
293,2025-03-20 05:19:00,2009.1,2010.7,2009.1,2010.7,76.7463
294,2025-03-20 05:20:00,2010.9,2011.8,2010.9,2011.5,55.4893
295,2025-03-20 05:21:00,2011.5,2011.5,2009.2,2009.6,10.7271
296,2025-03-20 05:22:00,2010.2,2010.8,2010.1,2010.6,9.1876
297,2025-03-20 05:23:00,2010.7,2011.1,2010.1,2010.7,4.4054
298,2025-03-20 05:24:00,2010.8,2010.8,2009.7,2009.9,52.6837
299,2025-03-20 05:25:00,2010.0,2010.2,2007.8,2008.0,42.5731
300,2025-03-20 05:26:00,2008.0,2009.6,2007.8,2009.5,12.4171
301,2025-03-20 05:27:00,2009.5,2009.5,2008.6,2008.7,76.6036
302,2025-03-20 05:28:00,2008.7,2008.7,2006.5,2006.5,451.7152
303,2025-03-20 05:29:00,2006.6,2007.0,2005.9,2006.0,139.1554
304,2025-03-20 05:30:00,2006.0,2007.1,2006.0,2007.1,51.7627
305,2025-03-20 05:31:00,2007.1,2007.1,2005.0,2006.5,142.7759
306,2025-03-20 05:32:00,2006.5,2007.8,2005.9,2006.6,272.4713
307,2025-03-20 05:33:00,2007.3,2008.3,2006.4,2008.3,14.4332
308,2025-03-20 05:34:00,2008.3,2008.3,2006.4,2007.0,106.5931
309,2025-03-20 05:35:00,2007.1,2007.8,2006.3,2006.9,201.4196
310,2025-03-20 05:36:00,2007.1,2007.2,2005.7,2006.2,7.2197
311,2025-03-20 05:37:00,2006.1,2007.6,2006.1,2007.2,17.6916
312,2025-03-20 05:38:00,2007.2,2009.5,2007.1,2009.5,263.8131
313,2025-03-20 05:39:00,2009.5,2009.5,2008.4,2008.4,53.9537
314,2025-03-20 05:40:00,2008.5,2008.5,2007.1,2008.5,184.2161
315,2025-03-20 05:41:00,2008.5,2008.5,2007.4,2007.6,110.4453
316,2025-03-20 05:42:00,2007.6,2008.2,2006.8,2008.1,89.357
317,2025-03-20 05:43:00,2008.2,2009.2,2008.1,2009.1,89.0916
318,2025-03-20 05:44:00,2009.1,2009.5,2008.9,2009.4,11.4037
319,2025-03-20 05:45:00,2009.4,2009.4,2008.6,2008.8,8.3551
320,2025-03-20 05:46:00,2008.8,2010.5,2008.8,2010.5,51.8476
321,2025-03-20 05:47:00,2010.5,2010.5,2009.1,2009.2,271.8132
322,2025-03-20 05:48:00,2009.2,2009.2,2007.2,2008.8,105.6044
323,2025-03-20 05:49:00,2008.7,2009.7,2008.6,2009.1,31.031
324,2025-03-20 05:50:00,2009.2,2009.3,2008.3,2008.3,2.4907
325,2025-03-20 05:51:00,2008.3,2008.5,2008.2,2008.4,100.2946
326,2025-03-20 05:52:00,2008.5,2008.5,2007.4,2007.4,11.1203
327,2025-03-20 05:53:00,2007.4,2007.4,2004.5,2004.8,105.2723
328,2025-03-20 05:54:00,2004.8,2004.8,2004.3,2004.3,546.1443
329,2025-03-20 05:55:00,2004.3,2004.6,2003.3,2003.4,111.946
330,2025-03-20 05:56:00,2003.4,2004.0,2003.1,2004.0,98.1938
331,2025-03-20 05:57:00,2004.0,2004.3,2003.0,2003.0,549.5865
332,2025-03-20 05:58:00,2003.1,2004.2,2003.0,2004.2,195.4232
333,2025-03-20 05:59:00,2004.3,2005.3,2004.2,2004.9,35.0383
334,2025-03-20 06:00:00,2005.0,2005.0,2003.1,2004.7,288.3002
335,2025-03-20 06:01:00,2004.7,2004.9,2004.6,2004.7,280.3015
336,2025-03-20 06:02:00,2004.7,2005.3,2004.5,2005.1,129.5938
337,2025-03-20 06:03:00,2005.1,2005.1,2003.0,2003.6,122.7078
338,2025-03-20 06:04:00,2003.6,2003.9,2003.0,2003.0,1617.2496
339,2025-03-20 06:05:00,2003.1,2003.8,2001.5,2001.8,908.5843
340,2025-03-20 06:06:00,2001.8,2002.6,2001.5,2001.7,334.0646
341,2025-03-20 06:07:00,2001.7,2002.8,2001.0,2002.1,320.8919
342,2025-03-20 06:08:00,2002.1,2002.4,2000.7,2000.7,232.4543
343,2025-03-20 06:09:00,2000.8,2001.9,1998.2,1999.9,1482.2854
344,2025-03-20 06:10:00,1999.9,1999.9,1992.8,1994.3,1764.5013
345,2025-03-20 06:11:00,1994.3,1994.3,1991.7,1993.9,2487.4088
346,2025-03-20 06:12:00,1994.0,1994.1,1991.1,1993.0,830.2747
347,2025-03-20 06:13:00,1993.0,1993.0,1987.9,1989.1,2065.146
348,2025-03-20 06:14:00,1989.1,1991.1,1988.8,1988.9,1130.1821
