timestamp,open,high,low,close,volume
2024-01-31 19:00:00,2281.7,2289.0,2240.0,2243.4,8009.3265
2024-01-31 21:00:00,2243.4,2262.5,2241.6,2256.4,6776.1267
2024-01-31 23:00:00,2256.5,2268.4,2251.6,2268.2,4136.5293
2024-02-01 01:00:00,2268.3,2276.8,2268.1,2270.4,9351.319
2024-02-01 03:00:00,2270.3,2274.7,2263.5,2265.8,5686.16
2024-02-01 05:00:00,2265.9,2277.0,2264.6,2266.1,6416.6553
2024-02-01 07:00:00,2266.1,2277.2,2262.9,2272.0,5261.4197
2024-02-01 09:00:00,2271.8,2308.8,2270.5,2289.6,9423.9854
2024-02-01 11:00:00,2289.3,2312.4,2270.0,2304.1,11779.9285
2024-02-01 13:00:00,2304.2,2309.1,2292.3,2305.5,7670.2114
2024-02-01 15:00:00,2305.5,2309.0,2295.1,2304.4,8697.3995
2024-02-01 17:00:00,2304.2,2305.5,2288.0,2304.7,6781.0213
2024-02-01 19:00:00,2304.7,2320.3,2301.0,2306.6,9096.9785
2024-02-01 21:00:00,2306.5,2308.0,2298.8,2301.2,5006.6243
2024-02-01 23:00:00,2301.1,2306.9,2296.1,2304.4,3362.494
2024-02-02 01:00:00,2304.4,2318.1,2303.9,2312.1,8637.6074
2024-02-02 03:00:00,2312.0,2314.0,2305.0,2308.0,5543.6689
2024-02-02 05:00:00,2308.0,2317.6,2303.8,2316.5,6365.5579
2024-02-02 07:00:00,2316.5,2323.0,2288.3,2292.3,15768.6329
2024-02-02 09:00:00,2292.1,2318.1,2281.8,2314.3,12605.4561
2024-02-02 11:00:00,2314.0,2324.3,2289.4,2292.8,15784.4997
2024-02-02 13:00:00,2292.9,2301.9,2287.0,2301.4,7205.8735
2024-02-02 15:00:00,2301.5,2303.9,2295.5,2296.7,5962.3698
2024-02-02 17:00:00,2296.7,2311.2,2296.5,2308.1,8268.0278
2024-02-02 19:00:00,2308.1,2329.9,2306.1,2323.6,12593.7899
2024-02-02 21:00:00,2323.7,2325.3,2317.5,2319.4,4069.8544
2024-02-02 23:00:00,2319.3,2323.1,2318.2,2321.5,4448.5646
2024-02-03 01:00:00,2321.5,2321.5,2310.6,2311.4,5510.3045
2024-02-03 03:00:00,2311.3,2315.0,2305.4,2313.5,6851.2851
2024-02-03 05:00:00,2313.5,2313.9,2299.3,2303.1,6215.0704
2024-02-03 07:00:00,2303.1,2307.8,2301.4,2306.7,6895.6364
2024-02-03 09:00:00,2306.7,2308.6,2291.3,2303.0,13449.8649
2024-02-03 11:00:00,2302.9,2312.3,2302.2,2308.2,7711.3202
2024-02-03 13:00:00,2308.3,2308.7,2296.1,2302.4,6508.6816
2024-02-03 15:00:00,2302.5,2305.1,2296.5,2299.8,6658.6429
2024-02-03 17:00:00,2299.9,2301.3,2292.3,2295.7,4294.0566
2024-02-03 19:00:00,2295.7,2305.5,2290.5,2304.5,6609.9004
2024-02-03 21:00:00,2304.5,2306.4,2301.9,2302.5,6155.2265
2024-02-03 23:00:00,2302.6,2303.4,2298.2,2300.1,3286.7749
2024-02-04 01:00:00,2299.9,2302.8,2286.4,2290.4,4151.6997
2024-02-04 03:00:00,2290.4,2304.1,2286.1,2302.2,8116.4148
2024-02-04 05:00:00,2302.3,2309.4,2296.5,2305.3,10548.4682
2024-02-04 07:00:00,2305.3,2309.4,2302.2,2304.3,9917.1871
2024-02-04 09:00:00,2304.4,2308.0,2297.1,2302.2,12330.8027
2024-02-04 11:00:00,2302.2,2308.8,2298.5,2307.3,12243.5329
2024-02-04 13:00:00,2307.3,2309.3,2268.3,2282.3,13058.9473
2024-02-04 15:00:00,2282.3,2313.5,2276.0,2300.3,14991.3698
2024-02-04 17:00:00,2300.4,2302.7,2279.0,2291.0,11024.0484
2024-02-04 19:00:00,2291.0,2294.9,2269.4,2282.3,7259.0899
2024-02-04 21:00:00,2282.3,2296.0,2275.1,2294.6,7232.599
2024-02-04 23:00:00,2294.7,2297.9,2287.9,2294.0,5374.6516
2024-02-05 01:00:00,2293.9,2311.0,2292.7,2308.9,6665.0187
2024-02-05 03:00:00,2308.8,2324.7,2308.7,2319.4,9574.0687
2024-02-05 05:00:00,2319.5,2332.2,2319.5,2328.6,10472.0605
2024-02-05 07:00:00,2328.6,2336.8,2322.6,2327.8,11400.4611
2024-02-05 09:00:00,2327.8,2332.0,2293.3,2298.0,21254.2403
2024-02-05 11:00:00,2298.0,2308.4,2291.0,2303.8,11200.2357
2024-02-05 13:00:00,2303.7,2313.9,2295.5,2306.4,15574.0397
2024-02-05 15:00:00,2306.3,2307.8,2286.0,2291.2,29982.4637
2024-02-05 17:00:00,2291.3,2304.0,2288.5,2302.7,16586.5223
2024-02-05 19:00:00,2302.7,2315.8,2300.0,2309.6,14296.9108
2024-02-05 21:00:00,2309.6,2327.0,2307.6,2315.3,20414.7654
2024-02-05 23:00:00,2315.1,2317.4,2306.4,2312.0,13358.4638
2024-02-06 01:00:00,2312.1,2329.7,2308.7,2328.9,11403.4645
2024-02-06 03:00:00,2328.9,2340.3,2324.3,2332.7,17285.6731
2024-02-06 05:00:00,2332.7,2342.3,2315.4,2324.5,17554.2959
2024-02-06 07:00:00,2324.4,2345.3,2310.0,2336.0,19347.9416
2024-02-06 09:00:00,2335.8,2346.7,2329.3,2343.3,20000.3292
2024-02-06 11:00:00,2343.3,2365.0,2340.5,2351.8,31567.5507
2024-02-06 13:00:00,2351.8,2378.9,2346.3,2377.5,37696.604
2024-02-06 15:00:00,2377.6,2390.6,2374.7,2380.4,43261.912
2024-02-06 17:00:00,2380.4,2383.6,2369.2,2370.0,24983.6228
2024-02-06 19:00:00,2370.0,2388.8,2370.0,2375.2,11607.7167
2024-02-06 21:00:00,2375.3,2380.4,2363.1,2364.9,13106.4396
2024-02-06 23:00:00,2364.8,2368.6,2357.1,2365.6,5165.6086
2024-02-07 01:00:00,2365.5,2368.8,2359.1,2361.5,6891.1955
2024-02-07 03:00:00,2361.4,2377.3,2356.3,2370.4,13724.569
2024-02-07 05:00:00,2370.2,2371.0,2353.0,2361.6,14107.5837
2024-02-07 07:00:00,2361.7,2376.2,2361.3,2372.5,12534.8853
2024-02-07 09:00:00,2372.4,2386.2,2362.4,2371.0,15698.2981
2024-02-07 11:00:00,2371.3,2425.8,2370.3,2413.0,26235.6035
2024-02-07 13:00:00,2413.1,2427.3,2406.9,2421.1,15264.3579
2024-02-07 15:00:00,2421.2,2448.6,2421.1,2430.7,19287.7988
