,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
0,2018-03-15 00:00:00,2020-01-04 00:00:00,660 days 00:00:00,22.658610271903324,10187.471220000001,10289.241480000002,1516.9787800000001,1.8747122000000127,-13.863121150956356,1.0324677243912062,22.383306046781463,1.0324677243876978,0.0461266857645306,0.07270588625491453,0.03219569845900109,-32.06849901722057,-9.501941281257961,581 days 00:00:00,130 days 00:00:00,56,73.21428571428571,15.951489792041773,-12.134730960022877,0.4983511406290386,6 days 00:00:00,2 days 00:00:00,1.441449752467925,0.6053783259460133,0.6913113704560939,0.1710892302370952
