Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
2021-01-07 23:38:00,2021-01-10 13:37:00,2 days 13:59:00,52.76184726833686,8238.741460000001,10078.327619999998,2650.52038,-17.61258539999999,5.480863709348873,-99.99999789958652,2.3571489645142884e-07,-99.99999999987155,-424241316.1197575,-0.8349032513624122,-4.861602989252038,-20.219064932316275,0.47555999757307127,-20.569346802004418,-3.2110690102644077,2 days 01:24:00,0 days 07:10:00,78.0,60.256410256410255,1.6440545411268825,-1.8484648342901644,0.1369913743192397,0 days 01:43:00,0 days 00:22:00,1.696530532468721,0.13926132371669125
2020-04-02 05:43:00,2020-04-05 10:07:00,3 days 04:24:00,69.56417624521073,9816.776080000005,10059.264080000004,773.08392,-1.832239199999949,-2.885138813282532,37.092965678133005,82.05438931242472,-88.00072896360469,0.45205340005517985,1.5311237688397674,6.450998439120075,-0.23757561044029307,0.5527164177398267,-5.749957317179655,-2.9288964687785595,2 days 02:54:00,0 days 21:32:00,20.0,70.0,1.5927831418704796,-1.3119032900611227,0.3072557200925585,0 days 20:54:00,0 days 02:26:00,2.5936956993495928,0.310153393178938
2020-12-05 14:30:00,2020-12-09 07:53:00,3 days 17:23:00,0.0,10000.0,10000.0,0.0,-7.001949260981037,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2024-05-20 04:06:00,2024-05-23 14:44:00,3 days 10:38:00,0.0,10000.0,10000.0,0.0,0.707511355514907,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2022-06-15 06:59:00,2022-06-18 13:05:00,3 days 06:06:00,56.66508538899431,6217.678739999989,10068.983680000001,2602.3712600000017,-37.823212600000105,-11.376226865458952,-99.99999999996751,9.642070247678623e-11,-99.99999999999999,-1037121670255.8563,-0.40712430250448894,-2.6144342857454177,-33.115780552636394,0.4137955495293996,-38.24919239515553,-20.371392582448667,2 days 17:30:00,1 days 09:08:00,86.0,45.348837209302324,2.1903387384327955,-5.732277029097899,-0.19411612635980013,0 days 03:34:00,0 days 00:27:00,0.6702621995049454,-0.1864375413815879
2023-04-15 23:52:00,2023-04-20 18:35:00,4 days 18:43:00,67.9898782223628,8485.689520000007,10044.500080000002,1143.1907999999999,-15.143104799999929,-7.868403933723635,-99.99541012495257,0.00215922569770173,-99.99964157068383,-46310.7725289613,-1.3770532748180897,-6.4433994147417275,-9.579993275983693,0.7070190563264024,-15.519045722382973,-3.9857847421190944,4 days 03:10:00,1 days 01:09:00,35.0,74.28571428571429,0.7244318865554211,-5.939008640204346,-0.06608340089711007,0 days 10:30:00,0 days 02:02:00,0.8004474866072462,-0.05954236204877704
2022-08-09 12:54:00,2022-08-12 14:56:00,3 days 02:02:00,65.30822801134897,10373.755579999997,10554.061459999997,205.63442000000003,3.7375557999999725,6.2913907284768245,909.1801640321943,257.12686427625664,1903.823498597341,3.5359205526474,178.00250468560384,186.1169275196529,0.3874856570579954,0.5324848332465666,-4.884994482493754,-0.860049835374271,1 days 02:34:00,0 days 02:13:00,5.0,60.0,4.15893056071297,-1.6315431679129855,1.1421845251017526,1 days 05:21:00,0 days 08:28:00,4.00871808231132,1.1632009223935325
2023-12-07 05:50:00,2023-12-10 00:05:00,2 days 18:15:00,28.970669618151636,10532.743592000003,11213.143592000002,85.66184799999999,5.327435920000025,4.10871098006538,537.7204881755227,739.3049888488101,95527.61152916747,0.7273324220533403,16.13197297793199,88.61753448372255,2.5968865583752576,0.6645756722419345,-6.0678791314634495,-0.5523881709617273,0 days 15:58:00,0 days 00:52:00,2.0,50.0,10.386186898642414,-0.6918792143066455,4.700739164546985,0 days 17:04:00,0 days 08:41:00,15.011560809860066,4.847153842167884
2021-10-12 15:56:00,2021-10-17 13:34:00,4 days 21:38:00,68.5084541062802,9520.973081999995,10206.139930000001,1308.7579180000002,-4.79026918000005,10.284691305047469,-94.95205416539275,3.6195528331049736,-97.41519872592094,-26.23308970570812,-1.7741310193448019,-9.509791565194723,-10.222242086073948,0.5281610060000557,-9.98466196808263,-1.5381897101222124,3 days 01:17:00,0 days 09:35:00,34.0,58.82352941176471,3.25031055900622,-2.7497590354049195,0.2550463304569428,0 days 10:09:00,0 days 02:13:00,1.626630301072003,0.2635369855028987
2022-12-31 16:35:00,2023-01-03 10:50:00,2 days 18:15:00,61.32520099805932,10316.826279999997,10355.522079999999,200.23372,3.1682627999999746,20.000000000000004,1622.1986438582085,189.01121878431923,6082.364205709562,8.582552159029778,inf,528.4021545922961,1.3626089595917539,0.09028269202041102,-3.070007625366067,-0.8848088372412155,0 days 13:39:00,0 days 02:52:00,5.0,60.0,4.185623293903551,-1.067615658362997,1.0296015266061387,0 days 18:09:00,0 days 07:21:00,3.7867791466910723,1.0477165959306833
