Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
2021-01-07 23:38:00,2021-01-10 13:37:00,2 days 13:59:00,51.52429821913673,9882.6352,10290.11936,39.1248,-1.1736479999999938,14.078118655343122,-65.94822493766294,3.5525566170088716,-81.14717467855799,-18.563595755776877,-5.83435424048808,-6.686653655493075,-8.767450160782609,0.5394046141172785,-9.86266499439321,-2.4001179597458733,1 days 22:34:00,0 days 08:06:00,1.0,0.0,-0.7967153819834816,-0.7967153819834816,-0.7967153819834816,1 days 04:20:00,1 days 04:20:00,0.0,-0.7967153819834816
2020-04-02 05:43:00,2020-04-05 10:07:00,3 days 04:24:00,6.968390804597702,10665.017460000001,10962.49746,122.80974,6.6501746000000095,3.2930447998842096,113.09546072752008,68.69672000971012,160618.14904431792,1.6463007362146882,8.498611686675693,19.572630414292863,4.4086975238205985,0.6806700826718866,-5.778245352496536,-0.5884790610471821,1 days 23:06:00,0 days 01:58:00,3.0,100.0,2.554185214916438,1.7690277480562067,2.2749764272138595,0 days 02:56:00,0 days 01:37:00,,2.2756068221933807
2020-12-05 14:30:00,2020-12-09 07:53:00,3 days 17:23:00,0.0,10000.0,10000.0,0.0,-6.438965957357776,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2024-05-20 04:06:00,2024-05-23 14:44:00,3 days 10:38:00,0.0,10000.0,10000.0,0.0,0.9160847490433782,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2022-06-15 06:59:00,2022-06-18 13:05:00,3 days 06:06:00,27.443074003795065,9618.487239999997,11494.823799999998,163.64016,-3.8151276000000323,-11.248171536622795,-99.9975461596328,0.0021215348387625924,-95.0818433367395,-47134.529366464434,-0.964522046352129,-5.653906329375964,2.8982873317002777,0.5968449991931736,-17.686452575288737,-1.9022012661982952,2 days 15:24:00,0 days 03:54:00,4.0,75.0,6.185706185706197,-8.133955513050939,1.6389091297966507,0 days 12:48:00,0 days 04:48:00,1.8902739171273122,1.810362109085789
2023-04-15 23:52:00,2023-04-20 18:35:00,4 days 18:43:00,7.2117665665032415,9348.354879999999,10127.99488,33.58784,-6.51645120000001,-8.22660567943587,-98.34146708152429,1.0992514300658394,-99.4175225447506,-89.46221436858549,-1.6952531443071053,-12.775151032442727,-0.35719553001261595,0.7486995135045488,-7.697871190077077,-1.2616819000223822,2 days 06:57:00,0 days 10:30:00,1.0,100.0,0.5100530111275425,0.5100530111275425,0.5100530111275425,0 days 07:33:00,0 days 07:33:00,,0.5100530111275425
2022-08-09 12:54:00,2022-08-12 14:56:00,3 days 02:02:00,1.1606912561258704,10221.37808,10260.55084,40.42192,2.213780800000004,5.592105263157899,297.27892236894473,80.98610184429961,498.21192973119855,3.6707399862322103,inf,579.3674845458448,2.1117655111335694,0.018242734009056478,-0.5131094345102505,-0.2447511133173097,2 days 13:32:00,0 days 06:54:00,1.0,100.0,2.6246719160105014,2.6246719160105014,2.6246719160105014,0 days 00:44:00,0 days 00:44:00,,2.6246719160105014
2023-12-07 05:50:00,2023-12-10 00:05:00,2 days 18:15:00,0.0,10000.0,10000.0,0.0,8.860589812332446,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2021-10-12 15:56:00,2021-10-17 13:34:00,4 days 21:38:00,77.44565217391305,10754.200374,11175.83191,41.022626,7.54200374,9.169166644542967,8236.86074052272,7988.582633191767,22368.88227572766,1.0310791186285515,351.3809996161983,1526.2588742950022,1.1444426900763132,0.697725463821862,-5.39676517479869,-1.0814914269744813,2 days 05:13:00,0 days 03:35:00,1.0,100.0,8.066741427940327,8.066741427940327,8.066741427940327,3 days 13:12:00,3 days 13:12:00,,8.066741427940327
2022-12-31 16:35:00,2023-01-03 10:50:00,2 days 18:15:00,0.0,10000.0,10000.0,0.0,19.157472417251757,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-11-13 12:28:00,2023-11-17 07:17:00,3 days 18:49:00,0.0,10000.0,10000.0,0.0,-1.3157590692907541,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2021-12-12 18:18:00,2021-12-16 16:55:00,3 days 22:37:00,26.587224067200626,10475.156719999999,10507.00368,215.36327999999997,4.75156719999999,0.5795320487613037,937.7450547262393,333.9938448697409,1843.9402104636813,2.807671665601994,117.47521010137574,265.0804260490609,4.594942198916395,0.27026115538971013,-3.5375869456037545,-0.44999137191342925,1 days 09:17:00,0 days 02:56:00,7.0,85.71428571428571,2.7544302207521687,-0.84611120460103,1.3044652989009586,0 days 06:28:00,0 days 03:13:00,11.83249628531798,1.3093566401152255
