Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
2025-02-18 06:30:00,2025-02-22 18:02:00,4 days 11:32:00,0.0,10000.0,10000.0,0.0,1.067531235173184,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-09-26 23:57:00,2023-09-30 03:51:00,3 days 03:54:00,1.879162702188392,9870.87392,10000.0,79.26607999999999,-1.2912608,2.69973316590803,-48.05754426233272,3.86522296640648,-64.49960646584488,-12.43331747741634,-5.845700529902188,-35.91946592389339,-1.3579577348340126,0.024705009989970442,-1.3379248000000232,-1.3379248000000232,2 days 05:19:00,2 days 05:19:00,2.0,50.0,0.09462229932186705,-0.5996309963099633,-0.2531083600216921,0 days 00:53:00,0 days 00:39:00,0.1578008807152367,-0.2525043484940481
2022-07-11 19:19:00,2022-07-15 19:15:00,3 days 23:56:00,0.0,10000.0,10000.0,0.0,6.917077175697875,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-10-13 09:19:00,2023-10-16 22:19:00,3 days 13:00:00,0.0,10000.0,10000.0,0.0,2.930164414781047,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-03-23 10:26:00,2023-03-27 19:22:00,4 days 08:56:00,0.0,10000.0,10000.0,0.0,-4.714056654195614,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2025-01-10 09:49:00,2025-01-13 02:14:00,2 days 16:25:00,0.0,10000.0,10000.0,0.0,-2.1509506433646965,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-10-02 21:04:00,2023-10-05 13:09:00,2 days 16:05:00,1.186492242166109,9940.08996,10000.0,79.73004,-0.5991004000000066,-2.637528259231349,-31.515886688398854,1.9711720685537035,-43.28401855249917,-15.988399587826354,-7.983624077414893,-52.60535076991844,-0.5754398935943432,0.008970712000090105,-0.5991004000000077,-0.5991004000000077,1 days 21:57:00,1 days 21:57:00,2.0,100.0,0.15234613040828737,0.04645401052958409,0.09938606796013882,0 days 00:27:00,0 days 00:19:00,,0.09940007046893573
2023-02-23 00:33:00,2023-02-27 19:40:00,4 days 19:07:00,0.0,10000.0,10000.0,0.0,-1.9955886986660978,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2022-10-17 02:56:00,2022-10-20 02:42:00,2 days 23:46:00,0.0,10000.0,10000.0,0.0,-0.722233066562556,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2022-01-18 00:58:00,2022-01-21 08:38:00,3 days 07:40:00,0.0,10000.0,10000.0,0.0,-15.011828320378504,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-03-14 01:45:00,2023-03-18 21:46:00,4 days 20:01:00,0.0,10000.0,10000.0,0.0,4.291367796190946,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-12-22 03:14:00,2023-12-26 16:47:00,4 days 13:33:00,0.0,10000.0,10000.0,0.0,3.9442174954219067,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-10-10 00:55:00,2023-10-14 13:44:00,4 days 12:49:00,0.0,10000.0,10000.0,0.0,-2.7479469361970974,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2024-09-03 06:08:00,2024-09-07 09:40:00,4 days 03:32:00,1.3099630996309963,10071.6193,10105.53634,40.0707,0.7161930000000029,-3.3525485436893216,43.286340168094824,8.140176705569882,54.285316641385386,5.3176167709573585,inf,101.6753727314372,0.7440703444290776,0.008315269433324002,-0.42573082355380487,-0.2195030477855044,3 days 01:07:00,0 days 10:34:00,1.0,100.0,1.121179542313011,1.121179542313011,1.121179542313011,0 days 01:10:00,0 days 01:10:00,,1.121179542313011
2022-09-14 05:49:00,2022-09-18 18:46:00,4 days 12:57:00,0.0,10000.0,10000.0,0.0,-5.716694772344014,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2024-12-08 16:58:00,2024-12-12 18:13:00,4 days 01:15:00,0.0,10000.0,10000.0,0.0,-7.784031995259964,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2023-03-01 12:29:00,2023-03-04 13:04:00,3 days 00:35:00,0.3321410321921308,9961.3878,10000.0,39.7122,-0.38612199999999575,-7.957451160887799,-21.629899813454433,2.776964575514713,-27.55616210039713,-7.789044197456249,-6.112098123530792,-56.018304612154814,-0.38574741568056287,4.707340476985905e-05,-0.38612199999999985,-0.38612199999999985,0 days 09:06:00,0 days 09:06:00,1.0,100.0,0.01108033240997397,0.01108033240997397,0.01108033240997397,0 days 00:12:00,0 days 00:12:00,,0.01108033240997397
2023-12-20 19:08:00,2023-12-23 13:14:00,2 days 18:06:00,0.0,10000.0,10000.0,0.0,3.9648212226066897,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
2024-08-05 08:31:00,2024-08-08 18:02:00,3 days 09:31:00,1.1954837281381447,9861.95446,10000.0,39.51554,-1.3804553999999918,8.455284552845528,-58.34486536512556,5.309887055192925,-64.34718661863327,-10.987967306774609,-4.611483075107244,-40.208361294530754,-1.4174913214022165,0.00438020993507081,-1.4510629999999969,-1.4510629999999969,1 days 12:27:00,1 days 12:27:00,1.0,0.0,-0.9924306139613148,-0.9924306139613148,-0.9924306139613148,0 days 00:53:00,0 days 00:53:00,0.0,-0.9924306139613148
2024-08-26 09:57:00,2024-08-29 14:16:00,3 days 04:19:00,0.0,10000.0,10000.0,0.0,-2.47908273938644,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,
